uniqueIdentifier,investorAlertCategoryMandatory,nameMandatory,addresses,websites,emails,phones,otherInformationGeneral,otherInformationAliases,otherInformationSocialAccount,dateAdded,dateUpdated,otherInformationAccounts,realCompany
2605,Unlicensed,DAO1 (DAO1.ai),,"['https://dao1.ai', ' https://dao1.info']",,,https://www.fma.govt.nz/library/unregistered-businesses/dao1/,,,2025-02-11,2025-02-11,[],[]
2606,Unlicensed,Alpha Profits (alphaprofits.ltd),"['Suite 801/3 Spring St, Sydney NSW 2000, Australia']",['alphaprofits.ltd'],['support@alphaprofits.ltd'],,,['Alphaprofit'],,2025-02-13,2025-02-13,[],[]
2607,Unlicensed,Bluexways (bluexways.com),"['12 Smith Street, Sydney NSW 2811, Australia']",['bluexways.com'],,,,['Blue X Ways'],,2025-02-13,2025-02-13,[],[]
2608,Unlicensed,Block Metal Limited (blockmetall.ltd),['48 Souttar Terrace Osborne Park Western Australia'],['blockmetall.ltd'],['support@blockmetal.ltd'],,,['BlockMetal'],,2025-02-13,2025-02-13,[],[]
2609,Unlicensed,Monferbit App (monferbitapp.com),"['26 Florence St Fullarton SA 5063 Australia', ' 28 Swaine Ave Rose Park SA 5065 Australia']",['https://monferbitapp.com'],['info@monferbit.app'],['61476782094'],,,,2025-02-13,2025-02-13,[],[]
2610,Unlicensed,Sway Trade Markets (swaytrademarkets.com),['L33 264-278 George Street Sydney NSW 2000'],['https://swaytrademarkets.com/'],['support@swaytrademarkets.com'],,,,,2025-02-13,2025-02-13,[],[]
2611,Imposter,Impersonation of Trademax Australia Limited (xenstocktrade.com),"['6785 Kumul Highway Port Vila Vanuatu Republic of Vanuatu', ' Flat 3 Macklin House Shackleton Close London United Kingdom SE23 3YP']",['https://xenstocktrade.com'],['support@xenstocktrade.com'],,,,,2025-02-13,2025-02-20,[],"[{'realCompanyName': 'Trademax Australia Limited', 'realCompanyACN': '162331311', 'realCompanyAFSL': '436416', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': 'https://tmgm.com.au/'}]"
2612,Unlicensed,Webulledge FX (webulledgefx.com),"['254 Archiepiskopou Leontiou A Maximos Court A Floor 5 Office', ' 3020 Limassol Cyprus', ' 333 Fremont Street']",['http://www.webulledgefx.com'],['support@webulledgefx.com'],,,,,2025-02-13,2025-02-13,[],[]
2613,Unlicensed,TRIDE (the-tride.com),,['https://mob.the-tride.com/'],,,,,,2025-02-13,2025-02-13,[],[]
2614,Unlicensed,Eterminal (eterminal.net),['28 St James Boulevard Horton UK'],['http://www.eterminal.net/'],['support@eterminal.net'],['+44 0977425031'],,,,2025-02-13,2025-02-13,[],[]
2615,Unlicensed,Cryptonomy (cryptonomy.finance),,['https://cryptonomy.finance/'],"['support@cryptonomy.finance', ' ventures@cryptonomy.finance', ' trading@cryptonomy.finance']",,https://register.fca.org.uk/s/search?predefined=U,,,2025-02-13,2025-02-13,[],[]
2616,Imposter,Impersonation of Compare Club Australia Pty Ltd (coparisonhealthaustralia.com),,['https://coparisonhealthaustralia.com'],,,,,,2025-02-13,2025-02-20,[],"[{'realCompanyName': 'Compare Club Australia Pty Ltd', 'realCompanyACN': '634 600 007', 'realCompanyAFSL': '', 'realCompanyACL': '', 'realCompanyARorCR': '1279036', 'realCompanyWebsite': 'CompareClub.com.au and HealthInsuranceComparison.com.au'}]"
2617,Unlicensed,Flex Traders (flex-traders.com),,['https://clientzone.flex-traders.com'],,,,,,2025-02-13,2025-02-13,[],[]
2618,Unlicensed,Capital2i (capital2i.net),['The Turing Building Stratford Cross Stratford E20 1HZ'],['https://capital2i.net/'],['support@capital2i.net'],['61728077537'],,,,2025-02-13,2025-02-13,[],[]
2619,Unlicensed,Lupusla (lupusla.top),,['https://www.lupusla.top/m/#/'],,,,,,2025-02-13,2025-02-13,[],[]
2620,Unlicensed,Averion (averion.pro),,['https://client.averion.pro'],['support@averion.pro'],,ASIC Investor Alert https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!e-wealthfx-e-wealthfx-pro--1990,"['EWeathFX', ' Averion Ltd']",,2025-02-13,2025-02-13,[],[]
2621,Imposter,Impersonation of Bamford Rex Industrial Pty Ltd formerly KLB Finance Pty Ltd (klbfinance.com),,['https://klbfinance.com/'],['manager@klbfinance.com'],,,['KBL Finance'],,2025-02-13,2025-02-13,[],"[{'realCompanyName': 'Bamford Rex Industrial Pty Ltd (formerly KLB Finance Pty Ltd)', 'realCompanyACN': '607853065', 'realCompanyAFSL': '', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': ''}]"
2622,Unlicensed,Gas Folex 40 (oilfolex360.com),['30 Prinsep Street 188647'],['https://oilfolex360.com/'],['info@oilfolex360.com'],['+6567018000'],Spanish National Securities Market Commission (CNMV) warning https://www.cnmv.es/webservices/verdocumento/ver?e=cT%2bNyFNSBDZ8ZYrqs%2fsDlpqsmhmHlGKVzGKYDPXP7jQPj57IXgF7VdIcuAns0KKL,,,2025-02-13,2025-02-13,[],[]
2623,Unlicensed,Gas Folex +4 (oilfolex.com),['30 Prinsep Street 188647'],['https://oilfolex.com'],['info@oilfolex.com'],['+6567018000'],Spanish National Securities Market Commission (CNMV) warning https://www.cnmv.es/webservices/verdocumento/ver?e=cT%2bNyFNSBDZ8ZYrqs%2fsDlpqsmhmHlGKVzGKYDPXP7jQPj57IXgF7VdIcuAns0KKL,,,2025-02-13,2025-02-13,[],[]
2624,Unlicensed,Gas Folex +4 (oilfolexai.com),['WeWork 30 Prinsep Street 30 Prinsep Street 188647'],['https://oilfolexai.com/'],['info@oilfolexai.com'],['+6567018000'],Ukraine National Securities And Stock Market Commission warning https://www.nssmc.gov.ua/en/activity/insha-diialnist/zakhyst-investoriv/#tab-2 and Spanish National Securities Market Commission (CNMV) warning https://www.cnmv.es/webservices/verdocumento/ver?e=cT%2bNyFNSBDZ8ZYrqs%2fsDlpqsmhmHlGKVzGKYDPXP7jQPj57IXgF7VdIcuAns0KKL,,,2025-02-13,2025-02-13,[],[]
2625,Unlicensed,ApexInvestments (apexinvestmentsltd.net),,['http://apexinvestmentsltd.net'],['support@apexinvestmentsltd.net'],"['442045485194', ' 61340512535']",,,,2025-02-13,2025-02-13,[],[]
2626,Unlicensed,AX Select Pro (axselectpro.com),,['https://axselectpro.com/'],,,,,,2025-02-13,2025-02-13,[],[]
2627,Unlicensed,Mercury Fintech (mercury-fintech.com),,['https://cfd.mercury-fintech.com/'],['support@mercury-fintech.com'],,,,,2025-02-13,2025-02-13,[],[]
2628,Unlicensed,GlobalTrade Investment (globaltradeinv.org),"['100 James St, Northbridge WA 6003, Australia']",['globaltradeinv.org'],['support@globaltrade-investment.org'],,,['Global Trade Investment'],,2025-02-21,2025-02-21,[],[]
2629,Unlicensed,Quantum AI,,['https://catalyticconvertersite.com/?media_type=video&fb=602227465723230&adset_id=120214827732450495&utm_placement=Instagram_Reels&campaign_name=3comp_gohan_1382870295935310_podkastmusk_AU%2B%2Binteres%2Badva%2Breg+%E2%80%93+Copy&utm_id=podkastmusk&ad_id=1'],,,,,,2025-02-21,2025-02-21,[],[]
2630,Unlicensed,500-ptyltd (500-ptyltd.com),,['https://500-ptyltd.com/'],['support@500-ptyltd.com'],['442081576793 61240576045'],,['500 Pty'],,2025-02-21,2025-02-21,[],[]
2631,Imposter,Impersonation of Beyond Capital Pty Limited (beyond-financeai.com),['Silverwater NSW 2128'],['https://beyond-financeai.com'],['support@beyondcapital.email'],"['611272269289', ' 442045240407']",,,,2025-02-21,2025-02-21,[],"[{'realCompanyName': 'Beyond Capital Pty Limited', 'realCompanyACN': '120 089 901', 'realCompanyAFSL': '', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': ''}]"
2632,Unlicensed,Earnmuch (earnsmuch.com),['1822 Hamilton Drive Annapolis Maryland MD 21401'],['Https://Earnsmuch.com'],['support@earnsmuch.com'],['13048714585'],,,,2025-02-21,2025-02-21,[],[]
2633,Unlicensed,Prime Lock (primelock.net),,['https://primelock.net/'],['support@primelock.net'],,,,,2025-02-21,2025-02-21,[],[]
2634,Unlicensed,Quantum Code (prem.cal0ud9.auto),,['https://prem.cal0ud9.autos/registration/'],,,,,,2025-02-21,2025-02-21,[],[]
2635,Unlicensed,Premiums Yields (premiumyields2.com),['88 Wood Street London EC2V 7QR United Kingdom'],['http://www.premiumyields2.com'],,['+442037694660'],ASIC Investor Alert https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!premium-yields-premiumyields-com--2187,,,2025-02-21,2025-02-21,[],[]
2636,Unlicensed,Coins Trading (coinstrading.online),,['http://coinstrading.online'],,,,,,2025-02-21,2025-02-21,[],[]
2637,Imposter,Impersonation of Global Index Holdings Pty Ltd (theglobalindex.com),"['Suite 101 Tower Bridge Business Centr 46-48 East Smithfield London E1W 1AW', ' 32 Marasi Drive Street Business Bay Dubai United Arab Emirates', "" 371 Pl d'Youville Montréal QC H2Y 2B7 Canada""]",['https://theglobalindex.com/index.php'],,"['+61290995613', ' +61285284280', ' +442030385339', ' +1514418994']",,,,2025-02-21,2025-02-21,[],"[{'realCompanyName': 'Global Index Holdings Pty Ltd', 'realCompanyACN': '610 476 572', 'realCompanyAFSL': '', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': 'The company does not operate a website'}]"
2638,Unlicensed,LiteBit (litebiitee.com),,['https://litebiitee.com/'],,,,,,2025-02-21,2025-02-21,[],[]
2639,Unlicensed,Highstreet Vi (highstreetvi.com),,['https://highstreetvi.com'],,,,,,2025-02-21,2025-02-21,[],[]
2640,Unlicensed,RCO Finance (rcofinance.com),,['https://rcofinance.com'],['info@rcofinance.com'],,,,,2025-02-21,2025-02-21,[],[]
2641,Unlicensed,Buncemeta (buncemeta.com),,['http://buncemeta.com'],['info@buncemeta.com'],,,['Bun Met'],,2025-02-21,2025-02-21,[],[]
2642,Unlicensed,Vergomarkets (vergomarkets.net),['15 Cabot Square London E14 4QT United Kingdom'],['https://vergomarkets.net'],,"['+442038666796', ' +442038666799']",ASIC Investor Alert https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!vergomarkets-vergomarkets-com--1642,,,2025-02-21,2025-02-21,[],[]
2643,Unlicensed,Oceanias Group (oceaniasgroup.com),['40 Leadenhall St London EC3A 2BJ UK'],['https://oceaniasgroup.com/'],['support@oceaniasgroup.info'],['+61895665439'],,,,2025-02-21,2025-02-21,[],[]
2644,Unlicensed,Global Active Traders (globalactivetraders.com),,['https://globalactivetraders.com/app/#/change'],,,,,['https://t.me/TradingCSR (Telegram)'],2025-02-21,2025-02-21,[],[]
2645,Unlicensed,ASX Capital (asxcapital.net),['Rte de Malagnou 101 1224 Chêne Bougeries Switzerland'],['https://asxcapital.net/'],['support@asxcapital.net'],,ASIC Investor Alert https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!asxcapital-asxcapital-com--2515,,,2025-02-21,2025-02-21,[],[]
2646,Unlicensed,Active Asset Advisors Pty Ltd (activeassetadvisors.com),['Office 410 Floor 4 501 Kent Street Sydney NSW 2000'],['https://www.activeassetadvisors.com/'],['info@activeassetadvisors.com'],['61 02 7804 4199'],,,,2025-02-21,2025-02-21,[],[]
2647,Imposter,Impersonation of Avitz Financial Pty Ltd (finavitz.com),['Fawkner Towers  431 St Kilda Rd  Melbourne VIC 3004'],['https://www.finavitz.com'],['info@finavitz.com'],['+61 (0) 3 7034 6251'],,,,2025-02-21,2025-02-21,[],"[{'realCompanyName': 'Avitz Financial Pty Ltd', 'realCompanyACN': '628 477 314', 'realCompanyAFSL': '514021', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': ''}]"
2648,Imposter,Impersonation of ubank (ubankauth.com),,['https://ubankauth.com'],,,,,,2025-02-26,2025-03-03,[],"[{'realCompanyName': 'ubank is a part of National Australia Bank Limited', 'realCompanyACN': '004 044 937', 'realCompanyAFSL': '230686', 'realCompanyACL': '230686', 'realCompanyARorCR': '', 'realCompanyWebsite': 'https://www.ubank.com.au'}]"
2649,Unlicensed,Xfinterstrol Earners,"['Suite 906/84 Pitt St, Sydney NSW 2000, Australia']",['xfinterstrol-earners.live'],,,,,['wa.me/18198314356'],2025-02-28,2025-02-28,[],[]
2650,Unlicensed,Elon Trump Successors (etssuccessors.com),,['etssuccessors.com'],['support@app.etssuccessors.com'],,,"['Elon Trump Successors Limited', 'Elon Trump Successors Capital Ltd']",,2025-02-28,2025-02-28,[],[]
2651,Unlicensed,Fanta AI Robot (fanta12.com),,['fanta12.com'],,,,,,2025-02-28,2025-02-28,[],[]
2652,Unlicensed,Corechoice-Payout (corechoice-earners.live),,['corechoice-earners.live'],,,,"['Core Choice Payout', 'Core Choice Earners']",,2025-02-28,2025-02-28,[],[]
2653,Unlicensed,Bitcoin Loophole (theeluckyfortune-offers.net),,['theeluckyfortune-offers.net/bitcoinloophole-1e91'],,,,,,2025-02-28,2025-02-28,[],[]
2654,Unlicensed,Brancedms (brancedms.com),"['72 Union Terrace, LONDON, E10 4PE, United Kingdom']",['brancedms.com'],['support@expertmarketrade247.com'],['+44 7405 667933'],Related Investor Alert: https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!brancedms-muruarts-com--2657,['Expertmarketrade247'],,2025-02-28,2025-03-12,[],[]
2655,Unlicensed,Loop Broker (aipowertrades.com),"['Ugland House, Grand Cayman, Cayman Islands, KY1-1104']",['loopbroker.ltd.aipowertrades.com'],['support@LoopBroker.ltd'],['+(44) 7565 730428'],,['West Town Trade'],,2025-02-28,2025-02-28,[],[]
2656,Unlicensed,247SwiftFx Hub (247swiftfxhub.com),,['247swiftfxhub.com'],['support@247cashflowshub.com'],,,"['247 Swift FX Hub', '247CashFlow Hub']",,2025-02-28,2025-02-28,[],[]
2657,Unlicensed,Brancedms (muruarts.com),"['72 Union Terrace, LONDON, E10 4PE, United Kingdom']",['www.brancedms.com.muruarts.com'],['support@expertmarketrade247.com'],['+44 7405 667933'],Related Investor Alert: https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!brancedms-brancedms-com--2654,['Expertmarketrade247'],,2025-02-28,2025-03-12,[],[]
2658,Unlicensed,TrendStack Vest (trendstackv.com),['136 Besline Street KURABY QLD 4112'],['trendstackv.com'],['support@flipperlimited.org'],['+61488874879'],,"['Trend Stack', 'Flipper Limited']",,2025-02-28,2025-02-28,[],[]
2659,Unlicensed,GoldenFX Stock Market (goldenfxstockmarket.com),"['Suite 305, Griffith Corporate Centre, P.O. Box 1510, Beachmont Kingstown, St. Vincent and the Grenadines']",['https://goldenfxstockmarket.com'],['support@goldenfxstockmarket.com'],,International regulator warning  https://www.fca.org.uk/news/warnings/golden-fx-market,,,2025-03-03,2025-03-03,[],[]
2660,Unlicensed,Prima Cryptos (primacryptos.com),['1419 Berry Street Colorado Springs Colorado United States'],['https://www.primacryptos.com'],['info@primacryptos.com'],,,,,2025-03-03,2025-03-03,[],[]
2661,Imposter,Impersonation of Blueberry Australia Pty Ltd (pc.blueberry-market.com),,['https://pc.blueberry-market.com/#/'],,,,,,2025-03-03,2025-03-03,[],"[{'realCompanyName': 'Blueberry Australia Pty Ltd', 'realCompanyACN': '646513797', 'realCompanyAFSL': '535887', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': ''}]"
2662,Unlicensed,Marketdaytrading (marketdaytrading.live),['716 Witney Way Boldon Business Park Boldon Colliery United Kingdom NE35 9PE'],['https://marketdaytrading.live/'],['support@marketdaytrading.live'],,,['Daytradingspots'],,2025-03-03,2025-03-03,[],[]
2663,Unlicensed,Link Traders (link-traders.com),,['https://clientzone.link-traders.com/en/login'],,,,,,2025-03-03,2025-03-03,[],[]
2664,Unlicensed,QuantumTrade (quantumtradehub.com),,['https://quantumtradehub.com'],['support@quantumtradehub.com'],,,,,2025-03-03,2025-03-03,[],[]
2665,Imposter,Impersonation of Australian Mortgage Company Pty Ltd (australianmortgagecompany.com),['75 King Street Caboolture Queensland 4510 Australia'],['http://australianmortgagecompany.com'],['info@australianmortgagecompany.com'],['07 3472 7585'],,,,2025-03-03,2025-03-03,[],"[{'realCompanyName': 'Australian Mortgage Company Pty Ltd', 'realCompanyACN': '090549992', 'realCompanyAFSL': '', 'realCompanyACL': '393435', 'realCompanyARorCR': '', 'realCompanyWebsite': 'Company does not currently operate a website'}]"
2666,Unlicensed,Sofi Trade (sofi-trade.life),,['https://www.sofi-trade.life/Trade/tradelist.html'],,,,,,2025-03-03,2025-03-03,[],[]
2667,Unlicensed,CoinMarket Global (coin-market.global),,['http://coin-market.global'],,,,,,2025-03-03,2025-03-03,[],[]
2668,Unlicensed,XBO Invest (xinvest.net),"[""St George's Square New Malden KT3 4HG London UK""]",['https://trading.xbinvest.net/auth/login'],['support@xboinvest.email'],['+44 204 600 0676'],International regulator warning https://www.fma.gv.at/en/fma-warns-against-offerings-by-xbo-invest/ and ASIC Investor Alert https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!xbo-invest-trading-xboinvest-org-app-trade--2592,,,2025-03-03,2025-03-03,[],[]
2669,Unlicensed,Infinite Rapid Trade (infiniterapidtrade.com),['Wayne Pennsylvania USA'],['https://infiniterapidtrade.com/'],['info@Infiniterapidtrade.com'],,,,,2025-03-03,2025-03-03,[],[]
2670,Unlicensed,Earners Options (earnersoptions.com),['701 5th Ave #1100 Seattle WA 98104 United States'],['https://earnersoptions.com/index.php'],['support@earnersoptions.com'],,,,,2025-03-03,2025-03-03,[],[]
2671,Imposter,Impersonation of Woodchester Capital Pty Ltd (woodchestercapital.app),['One The Esplanade Elizabeth Quay Perth Western Australia Australia'],['https://www.woodchestercapital.app/'],['info@woodchester.capital'],,,,,2025-03-03,2025-03-03,[],"[{'realCompanyName': 'Woodchester Capital Pty Ltd', 'realCompanyACN': '158 420 878', 'realCompanyAFSL': '431530', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': ''}]"
2672,Imposter,Impersonation of Woodchester Capital Pty Ltd (woodchester.capital),['One The Esplanade Elizabeth Quay Perth Western Australia Australia'],['https://www.woodchester.capital'],['info@woodchester.capital'],['08 6244 2104'],,,,2025-03-03,2025-03-03,[],"[{'realCompanyName': 'Woodchester Capital Pty Ltd', 'realCompanyACN': '158 420 878', 'realCompanyAFSL': '431530', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': ''}]"
2673,Unlicensed,Investguardtrade (investguardtrade.com),,['http://www.investguardtrade.com'],,,,,,2025-03-03,2025-03-03,[],[]
2674,Unlicensed,Equity Nest Pro (equitynestpro.com),['701 5th Ave #1100 Seattle WA 98104 United States'],['https://equitynestpro.com/'],['support@equitynestpro.com'],,,,,2025-03-03,2025-03-03,[],[]
2675,Imposter,Impersonation of W Advisory Pty Ltd (wealth-advisory.pro),"['Narellan NSW 2567', ' Cours de Rive 5 1204 Genève Switzerland']",['https://wealth-advisory.pro/en/'],['support@wealth-advisory.info'],"['+41315087461', ' +4368864311415']",,,,2025-03-03,2025-03-03,[],"[{'realCompanyName': 'W Advisory Pty Ltd', 'realCompanyACN': '160767822', 'realCompanyAFSL': '', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': ''}]"
2676,Unlicensed,DeckTrade (deck-trade.net),['Moreggstrasse 17 8041 Zurich Switzerland'],['https://deck-trade.net'],,"['61272418673', ' 41319002636', ' 442038850693']",,,,2025-03-03,2025-03-03,[],[]
2677,Unlicensed,OzFinGenius (ozfingenius.com),,['https://www.ozfingenius.com/#/user/signup'],,,,,"['https://medium.com/@OzFinGenius', ' https://x.com/OzFinGenius', ' https://www.youtube.com/@OzFinGenius', ' https://www.instagram.com/ozfingenius', ' https://www.facebook.com/OzFinGenius']",2025-03-03,2025-03-03,[],[]
2678,Unlicensed,Zolacor (zolacor.com),"['225 6 Ave SW Calgary AB T2P 3S9 Canada', ' The Marine Unit 1902 19 Floor 22 Dorothy Nyembe St Durban 4001 South Africa', ' 161 Marsh Wall London E14 9SJ The United Kingdom']",['https://zolacor.com'],['support@zolacor.com'],"['+12042021784', ' +27210055210', ' +442837180815']",,,,2025-03-03,2025-03-03,[],[]
2679,Unlicensed,Bullish Cap (bullishcap.com),,['https://bullishcap.com'],,,,,,2025-03-03,2025-03-03,[],[]
2680,Unlicensed,Bond Rate Compare (bondratecompare.com),"['Suite 112 Orion Mall Palm Street Victoria Mahe Seychelles', ' Digenis Ave 81-83 Grivas-1st 5th Floors Nicosia 1090 Cyprus']",['https://bondratecompare.com/'],['info@bondratecompare.com'],,"ASIC Investor Alerts https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!bond-rate-finder-bondratefinder-com--2241, https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!rates-finder-rates-finder-com--1852, https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!rates-mate-rates-mate-com--1853 and International Regulator warning https://www.fca.org.uk/news/warnings/ratesfinder","['Ratesfinder Limited', ' Compare Bonds Ltd']",,2025-03-07,2025-03-07,[],[]
2681,Unlicensed,Investcomparehub (investcomparehub.com),['Suite 112 Orion Mall Palm Street Victoria Mahe Seychelles'],['https://investcomparehub.com/'],['info@investcomparehub.com'],['442088956969'],"ASIC Investor Alerts https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!bond-rate-finder-bondratefinder-com--2241, https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!rates-finder-rates-finder-com--1852, https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!rates-mate-rates-mate-com--1853 and International Regulator warning https://www.fca.org.uk/news/warnings/ratesfinder",['Ratesfinder Limited'],,2025-03-07,2025-03-07,[],[]
2682,Unlicensed,Investcomparehub (investcomparehub.org),['Suite 112 Orion Mall Palm Street Victoria Mahe Seychelles'],['https://investcomparehub.org/'],['info@investcomparehub.com'],['442088956969'],"ASIC Investor Alerts https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!bond-rate-finder-bondratefinder-com--2241, https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!rates-finder-rates-finder-com--1852, https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!rates-mate-rates-mate-com--1853 and International Regulator warning https://www.fca.org.uk/news/warnings/ratesfinder",['Ratesfinder Limited'],,2025-03-07,2025-03-07,[],[]
2683,Unlicensed,Folio Vertex (foliovertex.com),,['http://foliovertex.com'],['support@foliovertex.com'],['+13236593954'],,,,2025-03-07,2025-03-07,[],[]
2684,Imposter,Impersonation of Wealthlink Capital Group Pty Ltd (wealthlinkcapitalgroup.com),['225 George Street Sydney NSW 2000 Australia'],['https://www.wealthlinkcapitalgroup.com/'],,['61 02 8488 0958'],,,,2025-03-07,2025-03-07,[],"[{'realCompanyName': 'Wealthlink Capital Group Pty Ltd', 'realCompanyACN': '157 708 613', 'realCompanyAFSL': '458537', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': ''}]"
2685,Unlicensed,Ledger Hill (ledgerhillcorp.com),"['134 Fifth Ave, New York, NY 12004, United States']",['https://ledgerhillcorp.com/'],['support@ledgerhillcorp.com'],['+14052660120'],,,,2025-03-07,2025-03-07,[],[]
2686,Imposter,Impersonation of The Experts Pty. Ltd. (best-expertonline.com),"['Australia, Monterey NSW 2217']",['https://best-expertonline.com'],['support@best-expertonline.com'],['+1 6134953047'],,,,2025-03-07,2025-03-07,[],"[{'realCompanyName': 'The Experts Pty. Ltd.', 'realCompanyACN': '615 045 013', 'realCompanyAFSL': '', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': ''}]"
2687,Unlicensed,Nolaxie (nolaxie.com),"['1275 Pennsylvania Avenue NW Washington DC 20004 USA', ' 119 Heald Grove Rusholme Manchester M14 4P']","['https://nolaxie.com', ' https://nolaxie.com/index']",['support@nolaxie.com'],,,,,2025-03-07,2025-03-07,[],[]
2688,Unlicensed,Meta Market (metamarket-gex.com),,['https://www.metamarket-gex.com/dist/#/'],,,,,,2025-03-07,2025-03-07,[],[]
2689,Unlicensed,Augovretirprct (augovretirprct.com/),['123 Finance Street Sydney NSW 2000 Australia'],['https://augovretirprct.com/'],['support@admin.com.au'],['1800123456'],,,,2025-03-07,2025-03-07,[],[]
2690,Unlicensed,Leap-Trade (leap-trade.com),,['https://leap-trade.com/'],,,,,,2025-03-07,2025-03-07,[],[]
2691,Unlicensed,XPTraders (xptraders.com),['Hill Street W1J 4NQ London United Kingdom'],"['https://xptraders.com', ' https://xptraders.com/about/']",['support@xptradersemail.com'],['+442046000675'],International Regulator warning (Quebec) https://lautorite.qc.ca/en/general-public/media-centre/investor-warnings/investor-warnings-sheet/xp-traders,,,2025-03-07,2025-03-07,[],[]
2692,Unlicensed,Monferbit App (monferbitapp-au.com),,['https://monferbitapp-au.com'],['info@monferbitapp-au.com'],,,,,2025-03-07,2025-03-07,[],[]
2693,Unlicensed,Capital Crypto Trading (fxpro.capitalcryptotrading.com),"['3538 Robson St Indianapolis IN 46202 USA', ' 56 Burnley St Richmond VIC 3121', '']",['https://fxpro.capitalcryptotrading.com'],"['support@copycryptotrading.com', ' support@capitalcryptotrading.com']",['+1'],,,,2025-03-07,2025-03-07,[],[]
2694,Unlicensed,Powered Consultancy (Poweredconsultancygroup.com),['Hardturmstrasse 3 Zurich Switzerland'],['https://poweredconsultancygroup.com'],['support@poweredconsultancygroup.com'],"['+61 8 6375 7207', ' +44 20 8068 8058']",,,,2025-03-07,2025-03-07,[],[]
2695,Unlicensed,Proccesreturs (proccesreturs.net),,['http://proccesreturs.net'],,,,,,2025-03-07,2025-03-07,[],[]
2696,Unlicensed,Gradepips (gradepips.com),,"['https://gradepips.com/sign-in/index.php', ' https://gradepips.com']",['support@gradepips.com'],,,,,2025-03-07,2025-03-07,[],[]
2697,Unlicensed,Quantum AI (quantumai.involve.me),,['quantumai.involve.me/career-quiz'],,,,['QuantumAI'],,2025-03-12,2025-03-12,[],[]
2698,Unlicensed,Soma Limited (somalimited.com),"['85 Mellor St, Gympie QLD 4570, Australia']",['somalimited.com'],['contact@SomaLimited.com'],,,,,2025-03-12,2025-03-12,[],[]
2699,Unlicensed,Profit Host (profit-host.online),"['90 Drevermann St Bairnsdale VIC 3875, Australia']",['profit-host.online'],['admin@profithost.online'],,,,,2025-03-12,2025-03-12,[],[]
2700,Unlicensed,IBROXASSET (ibroxasset.com),"['39 Davis Street, St Lucia South ,Australia']",['ibroxasset.com'],['support@ibroxasset.com'],,,['IBrox Asset'],,2025-03-12,2025-03-12,[],[]
2701,Unlicensed,Upturn Crypto (upturn-crypto.io),"['Cestri, 11-13 Russell St, Melbourne VIC 3034, Australia']",['upturn-crypto.io'],['support@upturncrypto.io'],,,['UCI'],['t.me/upturncryptoOfficial'],2025-03-12,2025-03-12,[],[]
2702,Unlicensed,Dast FX (dastfx.com),"['440 Louisiana St, Houston, TX 77002, USA']",['dastfx.com'],['support@dastfx.com'],['+1 (619) 714-7476'],,,,2025-03-12,2025-03-12,[],[]
2703,Unlicensed,Profomax (profomax.mwsdevsite.com),,['profomax.mwsdevsite.com'],"['info@profomax.com', 'info@aievari4.com']","['+61 80056719', '+0890-564-5644']",,,,2025-03-12,2025-03-12,[],[]
2704,Unlicensed,CryptoSky Invest (cryptosky-invest.com),,['cryptosky-invest.com'],"['support@cryptosky-invest.com', 'info@cryptosky-invest.com']",,,['Crypto Sky'],,2025-03-12,2025-03-12,[],[]
2705,Unlicensed,ABT Coin (abtcoin.org),,"['https://web.abtcoin.org/#/', ' https://h5.abtcoin.org/#/pages/auth/sign-in', ' https://h5.abtcoin.org/#/']",['service@abtcoin.com'],,ASIC Investor Alert https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!abtcoin-abtcoin-vip--2529,,,2025-03-14,2025-04-03,[],[]
